"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","ESP","Spain","2014","2014",1.32,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","ESP","Spain","2015","2015",1.32,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","ESP","Spain","2016","2016",1.33,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","ESP","Spain","2017","2017",1.35,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","ESP","Spain","2018","2018",1.38,"B","Break"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","ESP","Spain","2019","2019",1.42,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","ESP","Spain","2020","2020",1.5,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","SWE","Sweden","2014","2014",2.31,"B; D","Break; Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","SWE","Sweden","2015","2015",2.31,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","SWE","Sweden","2016","2016",2.29,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","SWE","Sweden","2017","2017",2.3,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","SWE","Sweden","2018","2018",2.29,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","SWE","Sweden","2019","2019",2.25,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","SWE","Sweden","2020","2020",2.21,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHE","Switzerland","2010","2010",0.78,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHE","Switzerland","2011","2011",0.83,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHE","Switzerland","2012","2012",0.85,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHE","Switzerland","2013","2013",0.85,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHE","Switzerland","2014","2014",0.85,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHE","Switzerland","2015","2015",0.86,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHE","Switzerland","2016","2016",0.87,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHE","Switzerland","2017","2017",0.86,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHE","Switzerland","2018","2018",0.85,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHE","Switzerland","2019","2019",0.84,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHE","Switzerland","2020","2020",0.88,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2010","2010",1.88,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2011","2011",1.81,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2012","2012",1.79,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2013","2013",1.68,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2014","2014",1.62,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2015","2015",1.67,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2016","2016",1.65,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2017","2017",1.67,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2018","2018",1.69,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2019","2019",1.72,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2020","2020",1.77,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2010","2010",3.62,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2011","2011",3.5,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2012","2012",3.47,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2013","2013",3.4,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2014","2014",3.39,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2015","2015",3.38,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2016","2016",3.31,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2017","2017",3.28,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2018","2018",3.22,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2019","2019",3.19,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2020","2020",3.28,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2010","2010",1.08,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2011","2011",1.08,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2012","2012",1.08,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2013","2013",1.06,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2014","2014",1.04,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2015","2015",1.03,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2016","2016",1.01,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2017","2017",1,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2018","2018",0.99,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2019","2019",1,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","GBR","United Kingdom","2020","2020",1.03,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","USA","United States","2010","2010",1.31,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","USA","United States","2011","2011",1.29,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","USA","United States","2012","2012",1.25,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","USA","United States","2013","2013",1.26,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","USA","United States","2014","2014",1.24,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","USA","United States","2015","2015",1.23,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","USA","United States","2016","2016",1.24,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","USA","United States","2017","2017",1.23,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","USA","United States","2018","2018",1.22,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","USA","United States","2019","2019",1.21,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","USA","United States","2020","2020",1.18,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","CHL","Chile","2011","2011",2.05,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","CHL","Chile","2012","2012",1.94,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","CHL","Chile","2013","2013",2.57,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","CHL","Chile","2014","2014",2.48,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","CHL","Chile","2015","2015",2.96,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","CHL","Chile","2016","2016",2.88,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","CHL","Chile","2017","2017",2.81,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","CHL","Chile","2018","2018",2.71,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","CHL","Chile","2019","2019",2.7,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","CHL","Chile","2020","2020",3,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","CHL","Chile","2011","2011",2.37,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","CHL","Chile","2012","2012",2.83,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","CHL","Chile","2013","2013",2.99,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","CHL","Chile","2014","2014",3.94,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","CHL","Chile","2015","2015",4.84,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","CHL","Chile","2016","2016",4.91,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","CHL","Chile","2017","2017",5.03,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","CHL","Chile","2018","2018",4.9,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","CHL","Chile","2019","2019",4.65,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","CHL","Chile","2020","2020",5,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHL","Chile","2011","2011",1.39,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHL","Chile","2012","2012",1.49,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHL","Chile","2013","2013",1.82,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHL","Chile","2014","2014",1.71,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHL","Chile","2015","2015",1.82,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHL","Chile","2016","2016",1.79,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHL","Chile","2017","2017",1.8,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHL","Chile","2018","2018",1.76,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHL","Chile","2019","2019",1.65,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","CHL","Chile","2020","2020",1.83,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","EST","Estonia","2010","2010",1.6,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","EST","Estonia","2011","2011",1.58,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","EST","Estonia","2012","2012",1.54,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","EST","Estonia","2013","2013",1.52,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","EST","Estonia","2014","2014",1.56,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","EST","Estonia","2015","2015",1.61,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","EST","Estonia","2016","2016",1.71,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","EST","Estonia","2017","2017",1.62,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","EST","Estonia","2018","2018",1.57,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","EST","Estonia","2019","2019",1.55,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","EST","Estonia","2020","2020",1.73,"B","Break"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","EST","Estonia","2010","2010",2.02,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","EST","Estonia","2011","2011",2.08,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","EST","Estonia","2012","2012",2.09,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","EST","Estonia","2013","2013",2.09,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","EST","Estonia","2014","2014",2.1,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","EST","Estonia","2015","2015",2.18,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","EST","Estonia","2016","2016",2.36,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","EST","Estonia","2017","2017",2.2,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","EST","Estonia","2018","2018",2.14,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","EST","Estonia","2019","2019",2.04,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","EST","Estonia","2020","2020",2.31,"B","Break"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","EST","Estonia","2010","2010",0.97,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","EST","Estonia","2011","2011",0.96,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","EST","Estonia","2012","2012",0.93,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","EST","Estonia","2013","2013",1,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","EST","Estonia","2014","2014",0.96,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","EST","Estonia","2015","2015",1.03,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","EST","Estonia","2016","2016",1.11,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","EST","Estonia","2017","2017",1.01,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","EST","Estonia","2018","2018",1,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","EST","Estonia","2019","2019",0.96,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","EST","Estonia","2020","2020",1.08,"B","Break"
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","ISR","Israel","2010","2010",1.67,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","ISR","Israel","2011","2011",1.7,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","ISR","Israel","2012","2012",1.9,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","ISR","Israel","2013","2013",1.87,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","ISR","Israel","2014","2014",1.97,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","ISR","Israel","2015","2015",1.97,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","ISR","Israel","2016","2016",1.94,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","ISR","Israel","2017","2017",1.87,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","ISR","Israel","2018","2018",1.76,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","ISR","Israel","2019","2019",1.71,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","ISR","Israel","2020","2020",1.68,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","ISR","Israel","2010","2010",3.26,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","ISR","Israel","2011","2011",3.37,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","ISR","Israel","2012","2012",3.5,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","ISR","Israel","2013","2013",3.52,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","ISR","Israel","2014","2014",3.65,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","ISR","Israel","2015","2015",3.84,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","ISR","Israel","2016","2016",3.81,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","ISR","Israel","2017","2017",3.79,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","ISR","Israel","2018","2018",3.61,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","ISR","Israel","2019","2019",3.68,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","ISR","Israel","2020","2020",3.68,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","ISR","Israel","2010","2010",1.31,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","ISR","Israel","2011","2011",1.32,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","ISR","Israel","2012","2012",1.33,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","ISR","Israel","2013","2013",1.4,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","ISR","Israel","2014","2014",1.48,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","ISR","Israel","2015","2015",1.49,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","ISR","Israel","2016","2016",1.49,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","ISR","Israel","2017","2017",1.48,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","ISR","Israel","2018","2018",1.45,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","ISR","Israel","2019","2019",1.44,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","ISR","Israel","2020","2020",1.51,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2010","2010",2.39,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2011","2011",2.34,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2012","2012",2.34,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2013","2013",2.26,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2014","2014",2.3,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2015","2015",2.16,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2016","2016",2.13,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2017","2017",2.12,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2018","2018",2.23,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2019","2019",2.11,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2020","2020",2.09,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2010","2010",2.58,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2011","2011",2.45,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2012","2012",2.4,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2013","2013",2.26,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2014","2014",2.26,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2015","2015",2.15,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2016","2016",2.11,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2017","2017",2.12,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2018","2018",2.15,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2019","2019",2.08,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2020","2020",2.08,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2010","2010",1.02,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2011","2011",1.25,"B","Break"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2012","2012",1.24,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2013","2013",1.19,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2014","2014",1.22,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2015","2015",1.18,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2016","2016",1.18,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2017","2017",1.15,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2018","2018",1.11,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2019","2019",1.14,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","SVN","Slovenia","2020","2020",1.23,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","LVA","Latvia","2010","2010",0.77,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","LVA","Latvia","2014","2014",0.78,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","LVA","Latvia","2018","2018",0.93,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","LVA","Latvia","2010","2010",1.16,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","LVA","Latvia","2014","2014",0.96,,
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","LVA","Latvia","2018","2018",1.33,,
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","LTU","Lithuania","2010","2010",0.78,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","LTU","Lithuania","2014","2014",0.76,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALAWMT","Salaried, income per average wage","LTU","Lithuania","2018","2018",0.88,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","LTU","Lithuania","2010","2010",1.32,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","LTU","Lithuania","2014","2014",1.25,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSALAWMT","Salaried, income per average wage","LTU","Lithuania","2018","2018",1.3,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","LVA","Latvia","2010","2010",1.68,"B","Break"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","LVA","Latvia","2014","2014",1.56,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","LVA","Latvia","2018","2018",1.67,,
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","LTU","Lithuania","2010","2010",1.65,"B; D","Break; Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","LTU","Lithuania","2014","2014",1.7,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALAWMT","Salaried, income per average wage","LTU","Lithuania","2018","2018",1.7,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","LVA","Latvia","2010","2010",10253,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","LVA","Latvia","2014","2014",10657,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","LVA","Latvia","2018","2018",19431,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","LVA","Latvia","2010","2010",14846,"B","Break"
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","LVA","Latvia","2014","2014",17332,,
